brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
Mercedes-Benz,AMG C 43 AMG C 43 4MATIC,2019,33500,Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Red,Black,None reported,Yes,45770
Ford,Mustang GT Premium,2014,37060,Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,28500
Ford,Mustang GT,2011,133504,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,23500
Ford,Bronco Badlands,2021,32437,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,51000
Honda,Odyssey EX-L,2007,170000,Gasoline,244.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,7700
Mitsubishi,Eclipse Spyder GS,2001,90400,Gasoline,140.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Red,–,None reported,Yes,4495
Cadillac,Escalade ESV Premium Luxury Platinum,2021,31500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,95000
Mercedes-Benz,AMG GT 63 S 4-Door,2019,9500,Gasoline,630.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Gray,None reported,Yes,135000
Ford,Transit-350 Base,2023,195,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Gray,None reported,Yes,87500
Dodge,Ram 3500 Quad Cab DRW,2000,188000,–,–,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,10000
BMW,M3 Base,2011,105000,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,21900
Mercedes-Benz,GL-Class GL 550 4MATIC,2016,46102,Gasoline,429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,35300
RAM,2500 Big Horn,2018,27839,Gasoline,6.4L V8 16V MPFI OHV,6-Speed Automatic,Granite Crystal Clearcoat Metallic,Diesel Gray / Black,None reported,Yes,41688
Mercedes-Benz,CLA-Class CLA 250,2014,83315,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,White,None reported,Yes,15000
Land,Rover Range Rover Sport SE MHEV,2021,15000,Hybrid,355.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Black,Black,None reported,Yes,69000
Nissan,GT-R Premium,2010,15600,Gasoline,485.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,69500
Chevrolet,Silverado 1500 LT,2019,53433,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,36950
Jeep,Gladiator Willys,2022,8400,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,47000
Dodge,Challenger SRT8,2010,70000,Gasoline,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Orange,Black,None reported,Yes,22000
Chevrolet,Suburban Premier,2019,44800,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,52500
Ford,F-150 Limited,2019,42728,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,None reported,Yes,45950
Cadillac,XTS Luxury,2016,112000,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,At least 1 accident or damage reported,Yes,14599
Chevrolet,Corvette Stingray Z51,2019,7033,Gasoline,460.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,63900
BMW,M340 i xDrive,2021,34967,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,49999
Dodge,Caliber Express,2010,102681,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,Red,Black,None reported,Yes,6000
Alfa,Romeo Giulia Ti,2019,21400,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,28500
Porsche,911 Carrera S,2013,52044,Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed M/T,White,Gray,None reported,Yes,76500
BMW,X5 PHEV xDrive45e,2023,3099,Plug-In Hybrid,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Black,Black,None reported,Yes,74995
Porsche,911 Carrera,2020,16741,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,112500
Chevrolet,Camaro 1SS,2022,7000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,50000
Subaru,BRZ Limited,2022,14000,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,34999
BMW,750 i xDrive,2019,41906,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,White,At least 1 accident or damage reported,Yes,45999
Bentley,Continental GT W12,2016,61160,Gasoline,582.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,98000
Mazda,CX-30 Select,2020,23162,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Soul Red Crystal Metallic,Black,None reported,Yes,25495
Dodge,Dakota SLT Quad Cab,2007,232492,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,6000
BMW,640 i,2016,40080,Gasoline,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,28499
Chevrolet,Camaro 2SS,2017,13465,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,44900
RAM,1500 Sport,2012,113500,Gasoline,390.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,17900
Ford,Focus SE,2018,33700,E85 Flex Fuel,160.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,A/T,Gray,Black,At least 1 accident or damage reported,Yes,12000
Ford,F-250 King Ranch,2020,36500,Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,Gray,Brown,None reported,Yes,69900
Audi,TT RS 2.5T,2018,20675,Gasoline,400.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Gray,None reported,Yes,76000
Porsche,Macan Base,2018,87500,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,None reported,Yes,28000
Maserati,Ghibli S Q4,2014,76000,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,19000
Volkswagen,Passat 2.5 SE,2012,159870,Gasoline,170.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,9750
Cadillac,DTS Luxury,2007,130000,Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,At least 1 accident or damage reported,Yes,3499
Nissan,Titan SV,2023,6200,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Gray,None reported,Yes,48000
Lexus,RX 300 Base,2002,121000,Gasoline,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,6348
Cadillac,Escalade Sport,2023,3000,Diesel,277.0HP 3.0L Straight 6 Cylinder Engine Diesel Fuel,A/T,White,Brown,None reported,Yes,123999
Mercedes-Benz,E-Class E 350 4MATIC,2008,91900,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,None reported,Yes,8900
Ford,Fusion Hybrid Base,2011,223824,Hybrid,156.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,White,Brown,At least 1 accident or damage reported,Yes,4500
Ford,Ranger XLT,1999,115402,E85 Flex Fuel,152.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability,A/T,Gold,Beige,None reported,Yes,8000
Honda,S2000 Base,2002,110500,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Red,None reported,Yes,27000
Acura,ILX Premium Package,2019,37900,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,26000
RAM,1500 Big Horn,2021,70968,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,34000
Saturn,Sky Red Line,2008,94291,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,–,None reported,Yes,14500
Volvo,XC90 Hybrid T8 Inscription,2020,44487,Plug-In Hybrid,400.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Blue,Brown,None reported,Yes,65000
Audi,A3 2.0T Premium,2019,28211,Gasoline,184.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,27500
Toyota,Sequoia Limited,2017,67000,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Gray,None reported,Yes,37999
Toyota,Highlander XLE,2018,61454,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,31000
Subaru,Crosstrek 2.0i Limited,2018,74600,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,24000
Mercedes-Benz,SL-Class SL 550,2015,11249,Gasoline,429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,54500
Dodge,Challenger SRT Hellcat,2020,12700,Gasoline,717.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,69900
Honda,Civic LX,2015,51300,Gasoline,143.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,Yes,17500
Toyota,Tundra Limited,2022,3959,Gasoline,389.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Gray,None reported,Yes,55000
BMW,X5 xDrive35i,2018,48000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,32000
Volvo,850 Turbo,1995,94000,–,–,A/T,White,Black,None reported,Yes,4500
GMC,Sierra 1500 SLE Crew Cab,2006,167500,Gasoline,295.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,14500
Ford,F-250 Lariat,2017,128000,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Gray,Black,None reported,Yes,50000
Audi,Q5 40 Premium,2022,14550,Hybrid,201.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,7-Speed A/T,Silver,Brown,None reported,Yes,41500
Genesis,G70 2.0T,2023,2121,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,40750
Kia,K5 GT-Line,2022,22101,Gasoline,1.6L I4 16V GDI DOHC Turbo,8-Speed Automatic,Glacial White Pearl,Black,At least 1 accident or damage reported,Yes,29430
Subaru,WRX Base,2015,102000,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,White,Black,At least 1 accident or damage reported,Yes,18000
Lexus,ES 350 Base,2008,146000,Gasoline,272.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,Yes,8995
Audi,Q8 3.0T Prestige,2019,54900,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Gold,Black,At least 1 accident or damage reported,Yes,48500
Land,Rover Range Rover Velar P250 SE R-Dynamic,2018,65680,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,34900
Chrysler,300 S,2012,53000,Gasoline,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,13750
Lincoln,Nautilus Reserve,2021,19700,Gasoline,335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,48000
Land,Rover Defender V8,2022,3000,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,96500
Porsche,Cayman S,2014,33088,Gasoline,325.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,49750
Jeep,Grand Cherokee Laredo,2013,106700,E85 Flex Fuel,290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,None reported,Yes,13500
Acura,MDX Sport,2007,183455,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,7700
Nissan,300ZX Base,1993,168000,–,–,5-Speed M/T,White,Black,None reported,Yes,7000
Hummer,H3 Base,2007,153692,Gasoline,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,4-Speed A/T,Beige,Black,None reported,Yes,9995
Mercedes-Benz,GLS 450 Base 4MATIC,2017,46100,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,33000
Nissan,Rogue Sport S,2021,24000,Gasoline,141.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,25500
Audi,A3 2.0T Tech Premium,2018,39600,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,26999
Mercedes-Benz,AMG E 53 Base 4MATIC,2022,13000,Hybrid,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Silver,Black,None reported,Yes,81500
Toyota,Tundra SR5,2021,33455,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Green,Black,None reported,Yes,44750
Ford,Transit-350 XLT,2021,48000,E85 Flex Fuel,275.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,57000
Audi,allroad 2.7T,2005,153000,Gasoline,250.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,M/T,Blue,Blue,At least 1 accident or damage reported,Yes,6500
BMW,X2 xDrive28i,2018,66690,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,24900
Ford,Explorer XLT,2013,149000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Brown,Beige,At least 1 accident or damage reported,Yes,7850
FIAT,500 Lounge,2013,85458,Gasoline,101.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,9000
Mercedes-Benz,SL-Class SL 63 AMG,2011,47400,Gasoline,518.0HP 6.3L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,41000
Kia,Optima LX,2011,100331,Gasoline,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Red,–,At least 1 accident or damage reported,Yes,6900
BMW,X3 xDrive30i,2020,23647,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black Sapphire Metallic,Canberra Beige,None reported,Yes,37998
Mercedes-Benz,Sprinter 2500,2016,399000,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,5-Speed A/T,Silver,–,At least 1 accident or damage reported,Yes,24500
Lexus,RX 330 Base,2006,110250,Gasoline,230.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,11000
Toyota,Sequoia TRD Pro,2023,600,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Orange,Black,None reported,Yes,91995
Porsche,911 Turbo,2018,28470,Gasoline,540.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,147500
BMW,X6 xDrive35i,2009,92008,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,12500
Audi,RS Q8 4.0T,2020,41856,Gasoline,591.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,91500
Land,Rover Range Rover HSE SWB,2020,16000,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Silver,Black,None reported,Yes,75500
Audi,A5 2.0T Premium Plus,2012,77000,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,13800
Jeep,Cherokee Sport,1996,170552,Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,6500
RAM,1500 Big Horn,2022,14920,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Diamond Black,Black,None reported,Yes,41741
Jeep,Wrangler Unlimited Sport,2018,58500,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,35000
BMW,X7 xDrive40i,2020,45241,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,None reported,Yes,54500
Mercedes-Benz,S-Class S 580 4MATIC,2021,4700,Hybrid,496.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Black,Black,None reported,Yes,99900
Ford,Transit Connect XLT,2012,140450,Gasoline,136.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,8500
Mercedes-Benz,GLC 300 Base,2020,42717,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,None reported,Yes,33500
Nissan,Pathfinder S,2014,135000,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Brown,None reported,Yes,8500
BMW,M550 i xDrive,2018,14993,Gasoline,456.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,44900
BMW,Z4 sDrive28i,2015,57550,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,White,None reported,Yes,29995
Nissan,GT-R Premium,2017,31150,Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Black,None reported,Yes,113000
Audi,A7 Premium,2012,54000,Gasoline,310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,36880
Hummer,H3 Base,2006,118000,Gasoline,220.0HP 3.5L 5 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,17900
Toyota,Avalon Limited,2006,89987,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Green,Beige,None reported,Yes,9499
BMW,Z4 2.5i,2004,94500,Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Gray,Black,None reported,Yes,9000
Acura,TLX A-Spec,2020,32500,Gasoline,206.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Red,None reported,Yes,32000
Toyota,Corolla LE,2010,72348,Gasoline,132.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,At least 1 accident or damage reported,Yes,9995
Ford,F-250 XLT,2016,94300,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,28999
Jeep,Wrangler Sahara,2013,111850,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,26500
Cadillac,Escalade Platinum Edition,2012,160249,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,None reported,Yes,12900
MINI,Countryman Cooper,2020,74725,Gasoline,1.5L I3 12V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,Black,Black,None reported,Yes,21612
Jeep,Gladiator Rubicon,2022,27300,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,47500
BMW,M2 Base,2023,1160,Gasoline,453.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,73600
Cadillac,SRX Luxury Collection,2012,87500,E85 Flex Fuel,308.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Beige,None reported,Yes,11499
BMW,M4 Competition,2021,12500,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Blue,At least 1 accident or damage reported,Yes,90000
Audi,A6 2.0T Sport,2018,49650,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,23750
BMW,128 i,2013,67874,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,18000
GMC,Yukon XL SLT,2017,47589,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,45500
Chrysler,300M Base,2004,45000,Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,6000
Hummer,H3 Base,2007,201000,Gasoline,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,7200
BMW,M3 Base,2008,41048,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,38490
Lincoln,Town Car Signature,2003,142215,Gasoline,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Beige,None reported,Yes,5000
Mercedes-Benz,GL-Class GL 550,2011,80124,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,17500
Chevrolet,Corvette Base,2010,23133,Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,35000
GMC,Terrain SLT-1,2015,76296,Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,9500
GMC,Sierra 2500 SLE,2015,116210,E85 Flex Fuel,360.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,Transmission Overdrive Switch,Black,Beige,None reported,Yes,31900
BMW,M4 Base,2019,57800,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Red,None reported,Yes,55999
Mercedes-Benz,GLA 250 Base 4MATIC,2018,56578,E85 Flex Fuel,208.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,7-Speed A/T,White,Black,None reported,Yes,20900
Subaru,Legacy 2.5 i Premium,2010,178000,Gasoline,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,7600
Lexus,LS 460 Crafted Line,2015,89150,Gasoline,360.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,31900
Honda,Civic Si,2012,47245,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,19600
RAM,1500 Longhorn,2023,4285,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Delmonico Red Pearlcoat,Black / Saddle,None reported,Yes,65688
GMC,Yukon XL SLT,2016,93000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,30000
BMW,435 Gran Coupe i,2016,76009,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,24950
Maserati,Grecale Modena,2023,3721,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,White,Red,None reported,Yes,69645
Lexus,NX 200t Base,2015,54000,Gasoline,235.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,27000
Jeep,Wrangler S,1994,50750,–,–,5-Speed M/T,Blue,Gray,None reported,Yes,15000
Maserati,Levante Modena,2023,5409,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,Blu,Black,None reported,Yes,88950
Toyota,Tundra SR5 Access Cab,2005,209500,Gasoline,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Gray,None reported,Yes,8500
Toyota,FJ Cruiser Base,2007,179000,Gasoline,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,17900
Ford,Explorer Limited,2018,86000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,26900
Bentley,Flying Spur V8,2022,27858,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic with Auto-Shift,–,–,None reported,Yes,197750
Volvo,S60 T5 Premier Plus,2015,39000,Gasoline,250.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Gray,At least 1 accident or damage reported,Yes,17900
Ford,Transit-350 Base,2015,150000,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,17100
Jaguar,F-PACE 35t Premium,2017,58060,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,26000
Lincoln,MKX Reserve,2016,88000,Gasoline,335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,18500
BMW,M3 Base,2011,72277,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Red,None reported,Yes,34950
Cadillac,XLR Base,2009,69423,Gasoline,320.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,Yes,36500
