brand,model,model_year,milage,fuel_type,ext_col,int_col,price
Mitsubishi,Eclipse Spyder GS,2001,"90,400 mi.",Gasoline,Red,–,4495
BMW,X5 M50i,2023,"13,735 mi.",Gasoline,Black Sapphire Metallic,Black,77897
Ford,F-150 XLT,2021,"35,921 mi.",Gasoline,Antimatter Blue Metallic,Black,42995
Hyundai,Genesis Coupe 2.0T,2010,"65,000 mi.",Gasoline,Gray,Black,8900
Cadillac,Escalade ESV Premium Luxury Platinum,2021,"31,500 mi.",Gasoline,White,Beige,95000
Mercedes-Benz,AMG GT 63 S 4-Door,2019,"9,500 mi.",Gasoline,Gray,Gray,135000
Ford,Transit-350 Base,2023,195 mi.,Gasoline,Blue,Gray,87500
Dodge,Ram 3500 Quad Cab DRW,2000,"188,000 mi.",–,Silver,Gray,10000
BMW,M3 Base,2011,"105,000 mi.",Gasoline,Silver,Black,21900
Mercedes-Benz,GL-Class GL 550 4MATIC,2016,"46,102 mi.",Gasoline,Black,Beige,35300
RAM,2500 Big Horn,2018,"27,839 mi.",Gasoline,Granite Crystal Clearcoat Metallic,Diesel Gray / Black,41688
Mercedes-Benz,CLA-Class CLA 250,2014,"83,315 mi.",Gasoline,White,White,15000
Land,Rover Range Rover Sport SE MHEV,2021,"15,000 mi.",Hybrid,Black,Black,69000
Nissan,GT-R Premium,2010,"15,600 mi.",Gasoline,White,Black,69500
Chevrolet,Silverado 1500 LT,2019,"53,433 mi.",Gasoline,Blue,Gray,36950
Jeep,Gladiator Willys,2022,"8,400 mi.",Gasoline,Black,Black,47000
Dodge,Challenger SRT8,2010,"70,000 mi.",Gasoline,Orange,Black,22000
Honda,Pilot EX-L,2020,"28,886 mi.",Gasoline,Gray,Gray,35645
Hyundai,Santa Fe SEL,2022,"26,895 mi.",Gasoline,Quartz White,Black,29800
Chevrolet,Silverado 3500 LTZ,2018,"92,149 mi.",Diesel,Black,Jet Black,52889
Ford,F-150 Lightning LARIAT,2022,470 mi.,,White,Gray,71900
Chevrolet,Suburban Premier,2019,"44,800 mi.",Gasoline,Black,Black,52500
Ford,F-150 Limited,2019,"42,728 mi.",Gasoline,Black,Brown,45950
Cadillac,XTS Luxury,2016,"112,000 mi.",Gasoline,Blue,Beige,14599
Porsche,911 Carrera Cabriolet,2001,"47,885 mi.",Gasoline,Gray,Black,31995
Chevrolet,Corvette Stingray Z51,2019,"7,033 mi.",Gasoline,White,Black,63900
Mercedes-Benz,GLS 450 Base 4MATIC,2019,"33,481 mi.",Gasoline,Black,Almond Beige,43999
BMW,M340 i xDrive,2021,"34,967 mi.",Hybrid,Blue,Beige,49999
Dodge,Caliber Express,2010,"102,681 mi.",Gasoline,Red,Black,6000
Alfa,Romeo Giulia Ti,2019,"21,400 mi.",Gasoline,White,Black,28500
Porsche,911 Carrera S,2013,"52,044 mi.",Gasoline,White,Gray,76500
BMW,X5 PHEV xDrive45e,2023,"3,099 mi.",Plug-In Hybrid,Black,Black,74995
Porsche,911 Carrera,2020,"16,741 mi.",Gasoline,Green,Black,112500
Chevrolet,Camaro 1SS,2022,"7,000 mi.",Gasoline,Blue,Black,50000
Lucid,Air Grand Touring,2022,"4,900 mi.",,Red,Black,99000
Subaru,BRZ Limited,2022,"14,000 mi.",Gasoline,White,Black,34999
BMW,750 i xDrive,2019,"41,906 mi.",Gasoline,Blue,White,45999
Tesla,Model 3 Long Range,2020,"25,000 mi.",,Blue,Black,49995
Tesla,Model X Plaid,2022,"15,000 mi.",,White,White,95999
Bentley,Continental GT W12,2016,"61,160 mi.",Gasoline,Black,Black,98000
Mazda,CX-30 Select,2020,"23,162 mi.",Gasoline,Soul Red Crystal Metallic,Black,25495
Porsche,Boxster Base,2005,"75,000 mi.",Gasoline,Silver,Black,17500
Dodge,Dakota SLT Quad Cab,2007,"232,492 mi.",Gasoline,Silver,Gray,6000
BMW,640 i,2016,"40,080 mi.",Gasoline,Black,Black,28499
Chevrolet,Camaro 2SS,2017,"13,465 mi.",Gasoline,White,Black,44900
Kia,K5 GT-Line,2022,"10,971 mi.",Gasoline,Passion Red,Black,29998
RAM,1500 Sport,2012,"113,500 mi.",Gasoline,Black,Black,17900
Cadillac,XT5 Luxury,2017,"72,060 mi.",Gasoline,Stellar Black Metallic,Shara Beige,24590
Ford,Focus SE,2018,"33,700 mi.",E85 Flex Fuel,Gray,Black,12000
Ford,F-250 King Ranch,2020,"36,500 mi.",Diesel,Gray,Brown,69900
Audi,TT RS 2.5T,2018,"20,675 mi.",Gasoline,Gray,Gray,76000
Porsche,Macan Base,2018,"87,500 mi.",Gasoline,Blue,Beige,28000
Maserati,Ghibli S Q4,2014,"76,000 mi.",Gasoline,Black,Black,19000
Volkswagen,Passat 2.5 SE,2012,"159,870 mi.",Gasoline,White,Beige,9750
Cadillac,DTS Luxury,2007,"130,000 mi.",Gasoline,Gold,Beige,3499
Nissan,Titan SV,2023,"6,200 mi.",Gasoline,Black,Gray,48000
Lexus,RX 300 Base,2002,"121,000 mi.",Gasoline,Silver,Black,6348
Audi,Q8 3.0T Prestige,2019,"38,360 mi.",Gasoline,Orca Black Metallic,Black,49936
Cadillac,Escalade Sport,2023,"3,000 mi.",Diesel,White,Brown,123999
Mercedes-Benz,E-Class E 350 4MATIC,2008,"91,900 mi.",Gasoline,Black,Black,8900
Ford,Fusion Hybrid Base,2011,"223,824 mi.",Hybrid,White,Brown,4500
Ford,Ranger XLT,1999,"115,402 mi.",E85 Flex Fuel,Gold,Beige,8000
Honda,S2000 Base,2002,"110,500 mi.",Gasoline,Yellow,Red,27000
Acura,ILX Premium Package,2019,"37,900 mi.",Gasoline,White,Black,26000
Tesla,Model Y Performance,2020,"27,500 mi.",,Gray,White,44000
Jaguar,F-TYPE V6 S,2014,"62,194 mi.",Gasoline,Black,Black,32998
RAM,1500 Big Horn,2021,"70,968 mi.",Gasoline,Black,Black,34000
Saturn,Sky Red Line,2008,"94,291 mi.",Gasoline,White,–,14500
Volvo,XC90 Hybrid T8 Inscription,2020,"44,487 mi.",Plug-In Hybrid,Blue,Brown,65000
Audi,A3 2.0T Premium,2019,"28,211 mi.",Gasoline,Gray,Black,27500
Toyota,Sequoia Limited,2017,"67,000 mi.",E85 Flex Fuel,Silver,Gray,37999
Land,Rover Defender X-Dynamic SE,2023,"6,204 mi.",Hybrid,Eiger Grey,–,79998
Toyota,Highlander XLE,2018,"61,454 mi.",Gasoline,Silver,Gray,31000
Chevrolet,Silverado 1500 LT,2017,"58,816 mi.",Gasoline,Black,Jet Black,36590
Subaru,Crosstrek 2.0i Limited,2018,"74,600 mi.",Gasoline,Blue,Black,24000
Mercedes-Benz,SL-Class SL 550,2015,"11,249 mi.",Gasoline,White,Beige,54500
Dodge,Challenger SRT Hellcat,2020,"12,700 mi.",Gasoline,Black,Black,69900
Honda,Civic LX,2015,"51,300 mi.",Gasoline,Black,Black,17500
Toyota,Tundra Limited,2022,"3,959 mi.",Gasoline,Blue,Gray,55000
BMW,X5 xDrive35i,2018,"48,000 mi.",Gasoline,Black,Black,32000
Volvo,850 Turbo,1995,"94,000 mi.",–,White,Black,4500
GMC,Sierra 1500 SLE Crew Cab,2006,"167,500 mi.",Gasoline,Silver,Black,14500
Ford,F-250 Lariat,2017,"128,000 mi.",Diesel,Gray,Black,50000
Audi,Q5 40 Premium,2022,"14,550 mi.",Hybrid,Silver,Brown,41500
Genesis,G70 2.0T,2023,"2,121 mi.",Gasoline,White,Red,40750
Kia,EV6 GT-Line,2022,"4,820 mi.",,Red,Black,47500
Tesla,Model S Plaid,2021,"20,100 mi.",,Red,Black,69995
Kia,K5 GT-Line,2022,"22,101 mi.",Gasoline,Glacial White Pearl,Black,29430
Subaru,WRX Base,2015,"102,000 mi.",Gasoline,White,Black,18000
Lexus,ES 350 Base,2008,"146,000 mi.",Gasoline,Red,Beige,8995
Audi,Q8 3.0T Prestige,2019,"54,900 mi.",Hybrid,Gold,Black,48500
Land,Rover Range Rover Velar P250 SE R-Dynamic,2018,"65,680 mi.",Gasoline,Silver,Black,34900
Chrysler,300 S,2012,"53,000 mi.",Gasoline,Black,Black,13750
Lincoln,Nautilus Reserve,2021,"19,700 mi.",Gasoline,White,Beige,48000
Land,Rover Defender V8,2022,"3,000 mi.",Gasoline,Black,Black,96500
Porsche,Cayman S,2014,"33,088 mi.",Gasoline,Black,Black,49750
Jeep,Grand Cherokee Laredo,2013,"106,700 mi.",E85 Flex Fuel,Black,Black,13500
Acura,MDX Sport,2007,"183,455 mi.",Gasoline,White,Beige,7700
Nissan,300ZX Base,1993,"168,000 mi.",–,White,Black,7000
Hummer,H3 Base,2007,"153,692 mi.",Gasoline,Beige,Black,9995
Mercedes-Benz,GLS 450 Base 4MATIC,2017,"46,100 mi.",Gasoline,Black,Beige,33000
Nissan,Rogue Sport S,2021,"24,000 mi.",Gasoline,Gray,Black,25500
Acura,Integra w/A-Spec Tech Package,2023,"3,574 mi.",Gasoline,Apex Blue,Orchid,34998
Audi,A3 2.0T Tech Premium,2018,"39,600 mi.",Gasoline,White,Black,26999
Mercedes-Benz,AMG E 53 Base 4MATIC,2022,"13,000 mi.",Hybrid,Silver,Black,81500
Toyota,Tundra SR5,2021,"33,455 mi.",Gasoline,Green,Black,44750
Ford,Transit-350 XLT,2021,"48,000 mi.",E85 Flex Fuel,White,Gray,57000
Audi,allroad 2.7T,2005,"153,000 mi.",Gasoline,Blue,Blue,6500
BMW,X2 xDrive28i,2018,"66,690 mi.",Gasoline,Gray,Black,24900
Ford,Explorer XLT,2013,"149,000 mi.",Gasoline,Brown,Beige,7850
Mercedes-Benz,GLC 300 GLC 300,2021,"12,771 mi.",Gasoline,Black,–,42598
FIAT,500 Lounge,2013,"85,458 mi.",Gasoline,White,Beige,9000
Mercedes-Benz,SL-Class SL 63 AMG,2011,"47,400 mi.",Gasoline,White,Black,41000
Kia,Optima LX,2011,"100,331 mi.",Gasoline,Red,–,6900
BMW,X3 xDrive30i,2020,"23,647 mi.",Gasoline,Black Sapphire Metallic,Canberra Beige,37998
Mercedes-Benz,Sprinter 2500,2016,"399,000 mi.",Diesel,Silver,–,24500
Lexus,RX 330 Base,2006,"110,250 mi.",Gasoline,White,Beige,11000
Ford,Mustang Mach-E Premium,2021,"17,850 mi.",,Red,Black,41999
Toyota,Sequoia TRD Pro,2023,600 mi.,Hybrid,Orange,Black,91995
Porsche,911 Turbo,2018,"28,470 mi.",Gasoline,White,Black,147500
BMW,X6 xDrive35i,2009,"92,008 mi.",Gasoline,White,Black,12500
Audi,RS Q8 4.0T,2020,"41,856 mi.",Gasoline,Gray,Black,91500
Land,Rover Range Rover HSE SWB,2020,"16,000 mi.",Hybrid,Silver,Black,75500
Kia,Telluride SX,2020,"69,185 mi.",Gasoline,Ebony Black,Gray,37405
Audi,A5 2.0T Premium Plus,2012,"77,000 mi.",Gasoline,White,Black,13800
Jeep,Cherokee Sport,1996,"170,552 mi.",Gasoline,Black,Gray,6500
RAM,1500 Big Horn,2022,"14,920 mi.",Gasoline,Diamond Black,Black,41741
Jeep,Wrangler Unlimited Sport,2018,"58,500 mi.",Gasoline,Black,Black,35000
BMW,X7 xDrive40i,2020,"45,241 mi.",Gasoline,Blue,Brown,54500
Mercedes-Benz,S-Class S 580 4MATIC,2021,"4,700 mi.",Hybrid,Black,Black,99900
Ford,Transit Connect XLT,2012,"140,450 mi.",Gasoline,Red,Gray,8500
Mercedes-Benz,GLC 300 Base,2020,"42,717 mi.",Gasoline,Gold,Beige,33500
Nissan,Pathfinder S,2014,"135,000 mi.",Gasoline,White,Brown,8500
BMW,M550 i xDrive,2018,"14,993 mi.",Gasoline,Gray,Black,44900
Jeep,Wrangler Sahara,2020,"22,138 mi.",Gasoline,Black,Black,38598
BMW,Z4 sDrive28i,2015,"57,550 mi.",Gasoline,Black,White,29995
Nissan,GT-R Premium,2017,"31,150 mi.",Gasoline,Orange,Black,113000
Audi,A7 Premium,2012,"54,000 mi.",Gasoline,Black,Brown,36880
Hummer,H3 Base,2006,"118,000 mi.",Gasoline,Gray,Black,17900
Toyota,Avalon Limited,2006,"89,987 mi.",Gasoline,Green,Beige,9499
BMW,Z4 2.5i,2004,"94,500 mi.",Gasoline,Gray,Black,9000
Ford,F-150 XLT,2021,"77,107 mi.",Gasoline,Agate Black Metallic,Black,39995
Acura,TLX A-Spec,2020,"32,500 mi.",Gasoline,White,Red,32000
Toyota,Corolla LE,2010,"72,348 mi.",Gasoline,Red,Gray,9995
Ford,F-250 XLT,2016,"94,300 mi.",E85 Flex Fuel,Silver,Gray,28999
Jeep,Wrangler Sahara,2013,"111,850 mi.",Gasoline,Red,Black,26500
Audi,Q3 45 S line Premium,2022,"9,325 mi.",Gasoline,Mythos Black Metallic,Black,33610
Tesla,Model 3 Base,2022,"12,080 mi.",,Black,Black,36750
Cadillac,Escalade Platinum Edition,2012,"160,249 mi.",E85 Flex Fuel,Black,Black,12900
MINI,Countryman Cooper,2020,"74,725 mi.",Gasoline,Black,Black,21612
Jeep,Gladiator Rubicon,2022,"27,300 mi.",Gasoline,Green,Black,47500
BMW,M2 Base,2023,"1,160 mi.",Gasoline,Gray,Black,73600
Cadillac,SRX Luxury Collection,2012,"87,500 mi.",E85 Flex Fuel,White,Beige,11499
BMW,M4 Competition,2021,"12,500 mi.",Gasoline,Gray,Blue,90000
Audi,A6 2.0T Sport,2018,"49,650 mi.",Gasoline,Black,Black,23750
BMW,128 i,2013,"67,874 mi.",Gasoline,Gray,Black,18000
GMC,Yukon XL SLT,2017,"47,589 mi.",Gasoline,Black,Black,45500
Chrysler,300M Base,2004,"45,000 mi.",Gasoline,Gray,Gray,6000
Hummer,H3 Base,2007,"201,000 mi.",Gasoline,White,Black,7200
BMW,M3 Base,2008,"41,048 mi.",Gasoline,Gray,Beige,38490
Honda,Ridgeline RTL-E,2022,"9,642 mi.",Gasoline,Radiant Red Metallic II,Black,38999
Kia,Sorento S,2021,"19,605 mi.",Gasoline,Glacial White Pearl,Black,33591
Tesla,Model Y Performance,2020,"39,000 mi.",,Silver,Black,43000
Bentley,Continental GT V8 First Edition,2020,"27,404 mi.",Gasoline,Dark Sapphire,Linen,199991
Lincoln,Town Car Signature,2003,"142,215 mi.",Gasoline,Gray,Beige,5000
Mercedes-Benz,GL-Class GL 550,2011,"80,124 mi.",Gasoline,Black,Black,17500
Chevrolet,Corvette Base,2010,"23,133 mi.",Gasoline,White,Black,35000
GMC,Terrain SLT-1,2015,"76,296 mi.",Gasoline,Gray,Black,9500
GMC,Sierra 2500 SLE,2015,"116,210 mi.",E85 Flex Fuel,Black,Beige,31900
Audi,e-tron Prestige,2019,"16,000 mi.",,White,Beige,39990
BMW,M4 Base,2019,"57,800 mi.",Gasoline,Black,Red,55999
Mercedes-Benz,GLA 250 Base 4MATIC,2018,"56,578 mi.",E85 Flex Fuel,White,Black,20900
Subaru,Legacy 2.5 i Premium,2010,"178,000 mi.",Gasoline,Blue,Black,7600
Lexus,LS 460 Crafted Line,2015,"89,150 mi.",Gasoline,White,Black,31900
Honda,Civic Si,2012,"47,245 mi.",Gasoline,White,Black,19600
RAM,1500 Longhorn,2023,"4,285 mi.",Gasoline,Delmonico Red Pearlcoat,Black / Saddle,65688
GMC,Yukon XL SLT,2016,"93,000 mi.",Gasoline,Black,Black,30000
Chevrolet,Bolt EUV Premier,2022,"14,676 mi.",,Black,Blue,33000
BMW,435 Gran Coupe i,2016,"76,009 mi.",Gasoline,White,Beige,24950
Maserati,Grecale Modena,2023,"3,721 mi.",Gasoline,White,Red,69645
Audi,Q5 S line Premium,2022,"18,099 mi.",Hybrid,Daytona Gray,Gray,40798
Tesla,Model S P100D,2018,"46,000 mi.",,White,Black,59500
Lexus,NX 200t Base,2015,"54,000 mi.",Gasoline,White,Black,27000
Jeep,Wrangler S,1994,"50,750 mi.",–,Blue,Gray,15000
Mercedes-Benz,G-Class G 550,2020,"20,622 mi.",Gasoline,designo Diamond White Metallic,Black,142998
Maserati,Levante Modena,2023,"5,409 mi.",Gasoline,Blu,Black,88950
Toyota,Tundra SR5 Access Cab,2005,"209,500 mi.",Gasoline,Blue,Gray,8500
Toyota,FJ Cruiser Base,2007,"179,000 mi.",Gasoline,Silver,Black,17900
Ford,Explorer Limited,2018,"86,000 mi.",Gasoline,Black,Black,26900
Bentley,Flying Spur V8,2022,"27,858 mi.",Gasoline,–,–,197750
Volvo,S60 T5 Premier Plus,2015,"39,000 mi.",Gasoline,Silver,Gray,17900
Ford,Transit-350 Base,2015,"150,000 mi.",Gasoline,Black,Gray,17100
Audi,Q5 S line Premium Plus,2022,"13,133 mi.",Hybrid,Silver,Black,42998
Jaguar,F-PACE 35t Premium,2017,"58,060 mi.",Gasoline,Blue,Beige,26000
Lincoln,MKX Reserve,2016,"88,000 mi.",Gasoline,Black,Black,18500
BMW,M3 Base,2011,"72,277 mi.",Gasoline,Gray,Red,34950
Cadillac,XLR Base,2009,"69,423 mi.",Gasoline,Red,Beige,36500
Audi,RS 7 4.0T Performance Prestige,2017,"66,250 mi.",Gasoline,Gray,Gray,59200
Chrysler,200 Limited,2017,"100,600 mi.",–,Black,Black,10000
Lexus,ES 350 Base,2020,"15,324 mi.",Gasoline,Black,Black,33364
Aston,Martin V8 Vantage Base,2008,"25,025 mi.",Gasoline,White,Black,39000
Bentley,Bentayga Activity Edition,2018,"41,000 mi.",Gasoline,Gray,Gray,113000
Tesla,Model S 85,2014,"96,800 mi.",,Blue,Black,28450
Nissan,Juke NISMO RS,2016,"30,700 mi.",Gasoline,Black,Black,21500
Ford,Explorer XLT,2022,"20,678 mi.",Gasoline,Red,Black,46000
GMC,Sierra 3500 Denali,2019,"73,091 mi.",Diesel,White,Black,58500
Ford,Mustang GT Premium,2019,"31,600 mi.",Gasoline,Blue,Gray,41000
Mercedes-Benz,AMG G 63 Base,2018,"41,000 mi.",Gasoline,Gray,Black,108900
Volvo,XC70 T6 Platinum,2012,"69,000 mi.",Gasoline,Silver,Black,15900
Pontiac,Firebird Trans Am,2001,"91,812 mi.",Gasoline,Green,Black,12850
Bentley,Bentayga Speed,2020,"22,001 mi.",Gasoline,Beluga Black,Hotspur Hide,173995
Hyundai,Equus Signature,2011,"143,898 mi.",Gasoline,Gray,Brown,9950
BMW,750 i,2015,"70,700 mi.",Gasoline,Blue,Black,23000
Ford,F-350 Platinum,2022,"23,850 mi.",Diesel,Silver,Black,99750
INFINITI,Q60 3.0t Red Sport 400,2018,"38,000 mi.",Gasoline,Red,White,32000
Mercedes-Benz,E-Class E 350,2014,"53,500 mi.",Gasoline,Black,Brown,24500
Mercedes-Benz,GLE 350 Base 4MATIC,2020,"24,108 mi.",Gasoline,Black,Black,56000
Volvo,C40 Recharge Pure Electric Twin Ultimate,2023,"17,000 mi.",,Gray,Blue,54900
Mazda,CX-30 2.5 S Select Package,2022,"4,004 mi.",Gasoline,Black,Black,25500
Toyota,Sequoia Platinum,2011,"173,456 mi.",E85 Flex Fuel,Black,Gray,16000
Ford,Explorer XLT,2017,"161,000 mi.",Gasoline,Gray,Black,17500
Porsche,Boxster Base,1999,"72,000 mi.",Gasoline,Blue,Gray,12250
Toyota,Camry Hybrid LE,2022,"14,048 mi.",Hybrid,Black,Black,29999
Land,Rover Range Rover Sport HSE,2019,"65,019 mi.",Gasoline,Black,Beige,40500
Alfa,Romeo Giulia Quadrifoglio,2018,"28,644 mi.",Gasoline,Black,Black,41500
Mercedes-Benz,GLS 550 Base 4MATIC,2017,"88,454 mi.",Gasoline,White,Beige,39999
BMW,X6 xDrive40i,2021,"72,903 mi.",Hybrid,Black Sapphire Metallic,Black,53998
Hyundai,Palisade SEL,2021,"68,050 mi.",Gasoline,Black,Black,29600
BMW,M440 i,2021,"13,700 mi.",Hybrid,Black,Beige,60000
Dodge,Challenger SRT 392,2016,"37,700 mi.",–,Black,Black,38000
Ford,Utility Police Interceptor Base,2013,"105,000 mi.",E85 Flex Fuel,White,Black,6600
Ford,F-150 Platinum,2015,"85,000 mi.",Gasoline,White,Black,31000
Lexus,RX 450h Base,2010,"168,422 mi.",Hybrid,Black,Beige,10900
Alfa,Romeo Giulia Quadrifoglio,2022,"1,966 mi.",Gasoline,Verde,Black,75900
Toyota,FJ Cruiser Base,2007,"162,000 mi.",Gasoline,Black,Black,23977
Hyundai,Santa Fe Sport 2.0L Turbo,2018,"45,800 mi.",Gasoline,Silver,Black,20900
Chevrolet,Corvette ZR-1,2009,"18,000 mi.",Gasoline,Gray,Black,78000
BMW,330e iPerformance,2017,"52,500 mi.",Plug-In Hybrid,Blue,Black,24950
Dodge,Durango GT,2017,"34,845 mi.",Gasoline,White,Black,30000
Cadillac,CT6-V 4.2L Blackwing Twin Turbo,2019,"8,074 mi.",Gasoline,Manhattan Noir Metallic,Jet Black,76700
Mercedes-Benz,EQS 450+ Base,2022,"16,238 mi.",,White,Beige,62479
MINI,Hardtop Cooper S,2016,"43,073 mi.",Gasoline,Volcanic Orange,Carbon Black,17999
Land,Rover Range Rover Velar R-Dynamic SE,2019,"75,897 mi.",Gasoline,Black,Black,35998
BMW,X4 M40i,2023,"8,500 mi.",Hybrid,Gray,Beige,67900
Toyota,Corolla Hybrid LE,2022,"44,459 mi.",Hybrid,Silver,Gray,22945
Chevrolet,Malibu 1LT,2009,"139,000 mi.",Gasoline,White,Black,4200
Cadillac,Escalade Platinum,2019,"92,000 mi.",Gasoline,Black,Black,51900
Dodge,Ram 1500 Laramie,2004,"141,209 mi.",Gasoline,Black,Black,5700
Mercedes-Benz,E-Class E 350,2021,"72,836 mi.",Gasoline,White,Beige,41000
Acura,MDX Touring,2003,"165,000 mi.",Gasoline,Silver,Black,4000
Land,Rover Range Rover Sport HSE,2019,"42,000 mi.",Gasoline,White,Black,48990
Chevrolet,Corvette Stingray w/2LT,2022,"7,900 mi.",Gasoline,White,Red,92500
Mercedes-Benz,GL-Class GL 450 4MATIC,2012,"174,000 mi.",Gasoline,Black,Black,11999
Audi,TT 2.0T,2018,"42,650 mi.",Gasoline,Gray,Black,31990
Chevrolet,Corvette Grand Sport,2013,"15,500 mi.",Gasoline,White,Blue,45000
BMW,X5 xDrive35i,2013,"69,750 mi.",Gasoline,White,Brown,15999
Lexus,LS 460 L,2007,"127,980 mi.",Gasoline,Blue,Beige,9999
GMC,Acadia SLT-2,2013,"115,000 mi.",Gasoline,White,Brown,14000
Tesla,Model X 75D,2016,"52,000 mi.",,Black,Beige,52000
GMC,Yukon Denali,2016,"107,750 mi.",Gasoline,Black,Black,35500
Lexus,LS 460 Base,2012,"200,000 mi.",Gasoline,White,Beige,9995
RAM,1500 Big Horn,2021,"49,583 mi.",Gasoline,Billet Silver Metallic Clearcoat,Black,42816
Jeep,Grand Cherokee Summit,2020,"31,349 mi.",Gasoline,Granite Crystal Clearcoat Metallic,Black,39366
Lexus,LX 570 Base,2016,"33,655 mi.",Gasoline,White,Brown,62900
GMC,Yukon Denali,2021,"30,022 mi.",Gasoline,Blue,Black,74500
BMW,M4 Base,2020,"31,350 mi.",Gasoline,Gray,Orange,62450
Ford,E350 Super Duty XLT,2012,"163,000 mi.",E85 Flex Fuel,White,Gray,19550
Volvo,C30 T5 Premier Plus,2013,"73,000 mi.",Gasoline,Silver,Black,13900
Toyota,Highlander Hybrid Limited Platinum,2017,"34,049 mi.",Hybrid,Shoreline Blue Pearl,Ash,37999
Lamborghini,Gallardo SE,2006,"19,500 mi.",Gasoline,Green,Yellow,129000
GMC,Yukon SLT,2015,"142,792 mi.",Gasoline,White,Brown,22999
Buick,Enclave Premium,2020,"87,555 mi.",Gasoline,Dark Moon Blue Metallic,Dark Galvanized,31650
BMW,540 i,2017,"98,500 mi.",Gasoline,Black,Black,24500
Toyota,Tundra SR,2018,"74,000 mi.",E85 Flex Fuel,Beige,Black,38000
BMW,X6 M Base,2017,"25,000 mi.",Gasoline,White,Red,65000
Ford,Mustang GT,2008,"64,500 mi.",Gasoline,Black,Red,16000
Jeep,Wrangler Sport,2010,"87,250 mi.",Gasoline,Blue,Black,18500
Mercedes-Benz,AMG C 63 Base,2020,"33,548 mi.",Gasoline,Silver,Black,57999
GMC,Yukon SLT,2015,"94,500 mi.",Gasoline,White,Beige,30000
Audi,e-tron Premium,2021,"18,031 mi.",,Navarra Blue Metallic,Black,39599
Mercedes-Benz,C-Class C 300 Luxury,2015,"102,000 mi.",Gasoline,Black,Black,17000
Land,Rover Range Rover Sport Supercharged HSE,2016,"49,799 mi.",Gasoline,Brown,Brown,37500
Chevrolet,Corvette Stingray w/3LT,2023,"4,200 mi.",Gasoline,White,Black,98000
Ford,Transit Connect XLT,2015,"112,000 mi.",Gasoline,White,Black,14500
Subaru,Impreza 2.0i,2018,"93,000 mi.",Gasoline,Silver,Black,16000
Cadillac,CT4 Luxury,2020,"35,200 mi.",Gasoline,Blue,Black,28500
Audi,S4 3.0T Premium Plus,2018,"26,500 mi.",Gasoline,Gray,Black,38000
Cadillac,Escalade EXT Base,2009,"155,000 mi.",E85 Flex Fuel,Red,Beige,16900
Porsche,718 Boxster GTS,2019,"10,400 mi.",Gasoline,Gray,Black,99750
Mercedes-Benz,Sprinter 2500,2016,"143,290 mi.",Diesel,White,Black,33490
Chevrolet,Suburban LT,2017,"195,361 mi.",Gasoline,Black,Black,26000
Ford,Mustang EcoBoost Premium,2017,"89,352 mi.",Gasoline,White,Black,20989
Dodge,Challenger SRT8,2008,"251,634 mi.",Gasoline,Silver,Black,10500
Acura,Integra LS,1998,"120,000 mi.",Gasoline,Red,–,5500
Lexus,GX 470 Base,2005,"114,000 mi.",Gasoline,Silver,Gray,13450
GMC,Yukon XL Denali,2018,"45,617 mi.",Gasoline,White,Gray,51000
Lexus,GX 460 Base,2018,"65,900 mi.",Gasoline,Gray,Black,34700
Chrysler,Town & Country Touring-L,2013,"115,872 mi.",E85 Flex Fuel,Black,Black,9500
Nissan,Pathfinder SL,2020,"45,000 mi.",Gasoline,Black,Black,28999
Volvo,XC90 T6 Inscription,2020,"22,500 mi.",Gasoline,Black,White,50000
Porsche,Taycan Turbo,2020,"21,028 mi.",,BLACK,BEIGE,96900
Chevrolet,Avalanche LTZ,2013,"98,000 mi.",E85 Flex Fuel,Silver,Black,27499
Cadillac,Escalade EXT Base,2007,"99,000 mi.",Gasoline,Black,Black,22999
Ford,Transit Connect XLT,2015,"194,454 mi.",Gasoline,White,Black,9888
Chevrolet,Suburban LT,2018,"75,466 mi.",Gasoline,Gray,Black,34500
Tesla,Model Y Long Range,2021,"14,642 mi.",,Red,Black,48500
Chevrolet,Suburban 1500 LT,2015,"167,500 mi.",Gasoline,Silver,Black,18000
Subaru,Impreza WRX STI,2014,"77,000 mi.",Gasoline,Gray,Black,30000
MINI,Countryman Cooper S ALL4,2016,"95,070 mi.",Gasoline,Blue,Black,12750
Chevrolet,Corvette Base,2008,"28,150 mi.",Gasoline,Red,Beige,31000
RAM,1500 Big Horn,2015,"140,500 mi.",Gasoline,Red,Gray,14000
Lincoln,MKX Black Label,2017,"69,431 mi.",Gasoline,Silver,Black,26500
Toyota,Highlander XLE,2023,"8,727 mi.",Gasoline,Ruby Flare Pearl,Black,44596
Ford,F-250 XL,2014,"35,900 mi.",E85 Flex Fuel,Blue,Gray,27900
Land,Rover Range Rover Evoque R-Dynamic HSE,2020,"30,424 mi.",Hybrid,Silver,Black,44998
Buick,Verano Convenience,2013,"68,325 mi.",E85 Flex Fuel,Silver,Gray,11995
Porsche,911 GT3,2015,"13,250 mi.",Gasoline,Brown,Gray,154900
GMC,Sierra 1500 Denali,2021,"44,691 mi.",Gasoline,White Frost Tri-Coat,Walnut,56900
Chevrolet,Camaro 1SS,2019,"19,200 mi.",Gasoline,Orange,Black,41500
Rivian,R1T Launch Edition,2022,"8,681 mi.",,Gray,Black,82000
