brand,model,model_year,milage,fuel_type,ext_col,int_col,price
RAM,2500 Big Horn,2018,27839,Gasoline,Granite Crystal Clearcoat Metallic,Diesel Gray / Black,41688
Mercedes-Benz,CLA-Class CLA 250,2014,83315,Gasoline,White,White,15000
Land,Rover Range Rover Sport SE MHEV,2021,15000,Hybrid,Black,Black,69000
Nissan,GT-R Premium,2010,15600,Gasoline,White,Black,69500
Chevrolet,Silverado 1500 LT,2019,53433,Gasoline,Blue,Gray,36950
Jeep,Gladiator Willys,2022,8400,Gasoline,Black,Black,47000
Dodge,Challenger SRT8,2010,70000,Gasoline,Orange,Black,22000
Honda,Pilot EX-L,2020,28886,Gasoline,Gray,Gray,35645
Hyundai,Santa Fe SEL,2022,26895,Gasoline,Quartz White,Black,29800
Chevrolet,Silverado 3500 LTZ,2018,92149,Diesel,Black,Jet Black,52889
Ford,F-150 Lightning LARIAT,2022,470,,White,Gray,71900
Chevrolet,Suburban Premier,2019,44800,Gasoline,Black,Black,52500
Ford,F-150 Limited,2019,42728,Gasoline,Black,Brown,45950
Cadillac,XTS Luxury,2016,112000,Gasoline,Blue,Beige,14599
Porsche,911 Carrera Cabriolet,2001,47885,Gasoline,Gray,Black,31995
Chevrolet,Corvette Stingray Z51,2019,7033,Gasoline,White,Black,63900
Mercedes-Benz,GLS 450 Base 4MATIC,2019,33481,Gasoline,Black,Almond Beige,43999
BMW,M340 i xDrive,2021,34967,Hybrid,Blue,Beige,49999
Dodge,Caliber Express,2010,102681,Gasoline,Red,Black,6000
Alfa,Romeo Giulia Ti,2019,21400,Gasoline,White,Black,28500
Porsche,911 Carrera S,2013,52044,Gasoline,White,Gray,76500
BMW,X5 PHEV xDrive45e,2023,3099,Plug-In Hybrid,Black,Black,74995
Porsche,911 Carrera,2020,16741,Gasoline,Green,Black,112500
Chevrolet,Camaro 1SS,2022,7000,Gasoline,Blue,Black,50000
Lucid,Air Grand Touring,2022,4900,,Red,Black,99000
Subaru,BRZ Limited,2022,14000,Gasoline,White,Black,34999
BMW,750 i xDrive,2019,41906,Gasoline,Blue,White,45999
Tesla,Model 3 Long Range,2020,25000,,Blue,Black,49995
Tesla,Model X Plaid,2022,15000,,White,White,95999
Bentley,Continental GT W12,2016,61160,Gasoline,Black,Black,98000
Mazda,CX-30 Select,2020,23162,Gasoline,Soul Red Crystal Metallic,Black,25495
Porsche,Boxster Base,2005,75000,Gasoline,Silver,Black,17500
Dodge,Dakota SLT Quad Cab,2007,232492,Gasoline,Silver,Gray,6000
BMW,640 i,2016,40080,Gasoline,Black,Black,28499
Chevrolet,Camaro 2SS,2017,13465,Gasoline,White,Black,44900
Kia,K5 GT-Line,2022,10971,Gasoline,Passion Red,Black,29998
RAM,1500 Sport,2012,113500,Gasoline,Black,Black,17900
Cadillac,XT5 Luxury,2017,72060,Gasoline,Stellar Black Metallic,Shara Beige,24590
Ford,Focus SE,2018,33700,E85 Flex Fuel,Gray,Black,12000
Ford,F-250 King Ranch,2020,36500,Diesel,Gray,Brown,69900
Audi,TT RS 2.5T,2018,20675,Gasoline,Gray,Gray,76000
Porsche,Macan Base,2018,87500,Gasoline,Blue,Beige,28000
Maserati,Ghibli S Q4,2014,76000,Gasoline,Black,Black,19000
Volkswagen,Passat 2.5 SE,2012,159870,Gasoline,White,Beige,9750
Cadillac,DTS Luxury,2007,130000,Gasoline,Gold,Beige,3499
Nissan,Titan SV,2023,6200,Gasoline,Black,Gray,48000
Lexus,RX 300 Base,2002,121000,Gasoline,Silver,Black,6348
Audi,Q8 3.0T Prestige,2019,38360,Gasoline,Orca Black Metallic,Black,49936
Cadillac,Escalade Sport,2023,3000,Diesel,White,Brown,123999
Mercedes-Benz,E-Class E 350 4MATIC,2008,91900,Gasoline,Black,Black,8900
Ford,Fusion Hybrid Base,2011,223824,Hybrid,White,Brown,4500
Ford,Ranger XLT,1999,115402,E85 Flex Fuel,Gold,Beige,8000
Honda,S2000 Base,2002,110500,Gasoline,Yellow,Red,27000
Acura,ILX Premium Package,2019,37900,Gasoline,White,Black,26000
Tesla,Model Y Performance,2020,27500,,Gray,White,44000
Jaguar,F-TYPE V6 S,2014,62194,Gasoline,Black,Black,32998
RAM,1500 Big Horn,2021,70968,Gasoline,Black,Black,34000
Saturn,Sky Red Line,2008,94291,Gasoline,White,–,14500
Volvo,XC90 Hybrid T8 Inscription,2020,44487,Plug-In Hybrid,Blue,Brown,65000
Audi,A3 2.0T Premium,2019,28211,Gasoline,Gray,Black,27500
Toyota,Sequoia Limited,2017,67000,E85 Flex Fuel,Silver,Gray,37999
Land,Rover Defender X-Dynamic SE,2023,6204,Hybrid,Eiger Grey,–,79998
Toyota,Highlander XLE,2018,61454,Gasoline,Silver,Gray,31000
Chevrolet,Silverado 1500 LT,2017,58816,Gasoline,Black,Jet Black,36590
Subaru,Crosstrek 2.0i Limited,2018,74600,Gasoline,Blue,Black,24000
Mercedes-Benz,SL-Class SL 550,2015,11249,Gasoline,White,Beige,54500
Dodge,Challenger SRT Hellcat,2020,12700,Gasoline,Black,Black,69900
Honda,Civic LX,2015,51300,Gasoline,Black,Black,17500
Toyota,Tundra Limited,2022,3959,Gasoline,Blue,Gray,55000
BMW,X5 xDrive35i,2018,48000,Gasoline,Black,Black,32000
Volvo,850 Turbo,1995,94000,–,White,Black,4500
GMC,Sierra 1500 SLE Crew Cab,2006,167500,Gasoline,Silver,Black,14500
Ford,F-250 Lariat,2017,128000,Diesel,Gray,Black,50000
Audi,Q5 40 Premium,2022,14550,Hybrid,Silver,Brown,41500
Genesis,G70 2.0T,2023,2121,Gasoline,White,Red,40750
Kia,EV6 GT-Line,2022,4820,,Red,Black,47500
Tesla,Model S Plaid,2021,20100,,Red,Black,69995
Kia,K5 GT-Line,2022,22101,Gasoline,Glacial White Pearl,Black,29430
Subaru,WRX Base,2015,102000,Gasoline,White,Black,18000
Lexus,ES 350 Base,2008,146000,Gasoline,Red,Beige,8995
Audi,Q8 3.0T Prestige,2019,54900,Hybrid,Gold,Black,48500
Land,Rover Range Rover Velar P250 SE R-Dynamic,2018,65680,Gasoline,Silver,Black,34900
Chrysler,300 S,2012,53000,Gasoline,Black,Black,13750
Lincoln,Nautilus Reserve,2021,19700,Gasoline,White,Beige,48000
Land,Rover Defender V8,2022,3000,Gasoline,Black,Black,96500
Porsche,Cayman S,2014,33088,Gasoline,Black,Black,49750
Jeep,Grand Cherokee Laredo,2013,106700,E85 Flex Fuel,Black,Black,13500
Acura,MDX Sport,2007,183455,Gasoline,White,Beige,7700
Nissan,300ZX Base,1993,168000,–,White,Black,7000
Hummer,H3 Base,2007,153692,Gasoline,Beige,Black,9995
Mercedes-Benz,GLS 450 Base 4MATIC,2017,46100,Gasoline,Black,Beige,33000
Nissan,Rogue Sport S,2021,24000,Gasoline,Gray,Black,25500
Acura,Integra w/A-Spec Tech Package,2023,3574,Gasoline,Apex Blue,Orchid,34998
Audi,A3 2.0T Tech Premium,2018,39600,Gasoline,White,Black,26999
Mercedes-Benz,AMG E 53 Base 4MATIC,2022,13000,Hybrid,Silver,Black,81500
Toyota,Tundra SR5,2021,33455,Gasoline,Green,Black,44750
Ford,Transit-350 XLT,2021,48000,E85 Flex Fuel,White,Gray,57000
Audi,allroad 2.7T,2005,153000,Gasoline,Blue,Blue,6500
BMW,X2 xDrive28i,2018,66690,Gasoline,Gray,Black,24900
Ford,Explorer XLT,2013,149000,Gasoline,Brown,Beige,7850
Mercedes-Benz,GLC 300 GLC 300,2021,12771,Gasoline,Black,–,42598
FIAT,500 Lounge,2013,85458,Gasoline,White,Beige,9000
Mercedes-Benz,SL-Class SL 63 AMG,2011,47400,Gasoline,White,Black,41000
Kia,Optima LX,2011,100331,Gasoline,Red,–,6900
BMW,X3 xDrive30i,2020,23647,Gasoline,Black Sapphire Metallic,Canberra Beige,37998
Mercedes-Benz,Sprinter 2500,2016,399000,Diesel,Silver,–,24500
Lexus,RX 330 Base,2006,110250,Gasoline,White,Beige,11000
Ford,Mustang Mach-E Premium,2021,17850,,Red,Black,41999
Toyota,Sequoia TRD Pro,2023,600,Hybrid,Orange,Black,91995
Porsche,911 Turbo,2018,28470,Gasoline,White,Black,147500
BMW,X6 xDrive35i,2009,92008,Gasoline,White,Black,12500
Audi,RS Q8 4.0T,2020,41856,Gasoline,Gray,Black,91500
Land,Rover Range Rover HSE SWB,2020,16000,Hybrid,Silver,Black,75500
Kia,Telluride SX,2020,69185,Gasoline,Ebony Black,Gray,37405
Audi,A5 2.0T Premium Plus,2012,77000,Gasoline,White,Black,13800
Jeep,Cherokee Sport,1996,170552,Gasoline,Black,Gray,6500
RAM,1500 Big Horn,2022,14920,Gasoline,Diamond Black,Black,41741
Jeep,Wrangler Unlimited Sport,2018,58500,Gasoline,Black,Black,35000
BMW,X7 xDrive40i,2020,45241,Gasoline,Blue,Brown,54500
Mercedes-Benz,S-Class S 580 4MATIC,2021,4700,Hybrid,Black,Black,99900
Ford,Transit Connect XLT,2012,140450,Gasoline,Red,Gray,8500
Mercedes-Benz,GLC 300 Base,2020,42717,Gasoline,Gold,Beige,33500
Nissan,Pathfinder S,2014,135000,Gasoline,White,Brown,8500
BMW,M550 i xDrive,2018,14993,Gasoline,Gray,Black,44900
Jeep,Wrangler Sahara,2020,22138,Gasoline,Black,Black,38598
BMW,Z4 sDrive28i,2015,57550,Gasoline,Black,White,29995
Nissan,GT-R Premium,2017,31150,Gasoline,Orange,Black,113000
Audi,A7 Premium,2012,54000,Gasoline,Black,Brown,36880
Hummer,H3 Base,2006,118000,Gasoline,Gray,Black,17900
Toyota,Avalon Limited,2006,89987,Gasoline,Green,Beige,9499
BMW,Z4 2.5i,2004,94500,Gasoline,Gray,Black,9000
Ford,F-150 XLT,2021,77107,Gasoline,Agate Black Metallic,Black,39995
Acura,TLX A-Spec,2020,32500,Gasoline,White,Red,32000
Toyota,Corolla LE,2010,72348,Gasoline,Red,Gray,9995
Ford,F-250 XLT,2016,94300,E85 Flex Fuel,Silver,Gray,28999
Jeep,Wrangler Sahara,2013,111850,Gasoline,Red,Black,26500
Audi,Q3 45 S line Premium,2022,9325,Gasoline,Mythos Black Metallic,Black,33610
Tesla,Model 3 Base,2022,12080,,Black,Black,36750
Cadillac,Escalade Platinum Edition,2012,160249,E85 Flex Fuel,Black,Black,12900
MINI,Countryman Cooper,2020,74725,Gasoline,Black,Black,21612
Jeep,Gladiator Rubicon,2022,27300,Gasoline,Green,Black,47500
BMW,M2 Base,2023,1160,Gasoline,Gray,Black,73600
Cadillac,SRX Luxury Collection,2012,87500,E85 Flex Fuel,White,Beige,11499
BMW,M4 Competition,2021,12500,Gasoline,Gray,Blue,90000
Audi,A6 2.0T Sport,2018,49650,Gasoline,Black,Black,23750
BMW,128 i,2013,67874,Gasoline,Gray,Black,18000
GMC,Yukon XL SLT,2017,47589,Gasoline,Black,Black,45500
Chrysler,300M Base,2004,45000,Gasoline,Gray,Gray,6000
Hummer,H3 Base,2007,201000,Gasoline,White,Black,7200
BMW,M3 Base,2008,41048,Gasoline,Gray,Beige,38490
Honda,Ridgeline RTL-E,2022,9642,Gasoline,Radiant Red Metallic II,Black,38999
Kia,Sorento S,2021,19605,Gasoline,Glacial White Pearl,Black,33591
Tesla,Model Y Performance,2020,39000,,Silver,Black,43000
Bentley,Continental GT V8 First Edition,2020,27404,Gasoline,Dark Sapphire,Linen,199991
Lincoln,Town Car Signature,2003,142215,Gasoline,Gray,Beige,5000
Mercedes-Benz,GL-Class GL 550,2011,80124,Gasoline,Black,Black,17500
Chevrolet,Corvette Base,2010,23133,Gasoline,White,Black,35000
GMC,Terrain SLT-1,2015,76296,Gasoline,Gray,Black,9500
GMC,Sierra 2500 SLE,2015,116210,E85 Flex Fuel,Black,Beige,31900
Audi,e-tron Prestige,2019,16000,,White,Beige,39990
BMW,M4 Base,2019,57800,Gasoline,Black,Red,55999
Mercedes-Benz,GLA 250 Base 4MATIC,2018,56578,E85 Flex Fuel,White,Black,20900
Subaru,Legacy 2.5 i Premium,2010,178000,Gasoline,Blue,Black,7600
Lexus,LS 460 Crafted Line,2015,89150,Gasoline,White,Black,31900
Honda,Civic Si,2012,47245,Gasoline,White,Black,19600
RAM,1500 Longhorn,2023,4285,Gasoline,Delmonico Red Pearlcoat,Black / Saddle,65688
GMC,Yukon XL SLT,2016,93000,Gasoline,Black,Black,30000
Chevrolet,Bolt EUV Premier,2022,14676,,Black,Blue,33000
BMW,435 Gran Coupe i,2016,76009,Gasoline,White,Beige,24950
Maserati,Grecale Modena,2023,3721,Gasoline,White,Red,69645
Audi,Q5 S line Premium,2022,18099,Hybrid,Daytona Gray,Gray,40798
Tesla,Model S P100D,2018,46000,,White,Black,59500
Lexus,NX 200t Base,2015,54000,Gasoline,White,Black,27000
Jeep,Wrangler S,1994,50750,–,Blue,Gray,15000
Mercedes-Benz,G-Class G 550,2020,20622,Gasoline,designo Diamond White Metallic,Black,142998
Maserati,Levante Modena,2023,5409,Gasoline,Blu,Black,88950
Toyota,Tundra SR5 Access Cab,2005,209500,Gasoline,Blue,Gray,8500
Toyota,FJ Cruiser Base,2007,179000,Gasoline,Silver,Black,17900
Ford,Explorer Limited,2018,86000,Gasoline,Black,Black,26900
Bentley,Flying Spur V8,2022,27858,Gasoline,–,–,197750
Volvo,S60 T5 Premier Plus,2015,39000,Gasoline,Silver,Gray,17900
Ford,Transit-350 Base,2015,150000,Gasoline,Black,Gray,17100
Audi,Q5 S line Premium Plus,2022,13133,Hybrid,Silver,Black,42998
Jaguar,F-PACE 35t Premium,2017,58060,Gasoline,Blue,Beige,26000
Lincoln,MKX Reserve,2016,88000,Gasoline,Black,Black,18500
BMW,M3 Base,2011,72277,Gasoline,Gray,Red,34950
Cadillac,XLR Base,2009,69423,Gasoline,Red,Beige,36500
Audi,RS 7 4.0T Performance Prestige,2017,66250,Gasoline,Gray,Gray,59200
Chrysler,200 Limited,2017,100600,–,Black,Black,10000
Lexus,ES 350 Base,2020,15324,Gasoline,Black,Black,33364
Aston,Martin V8 Vantage Base,2008,25025,Gasoline,White,Black,39000
Bentley,Bentayga Activity Edition,2018,41000,Gasoline,Gray,Gray,113000
Tesla,Model S 85,2014,96800,,Blue,Black,28450
Nissan,Juke NISMO RS,2016,30700,Gasoline,Black,Black,21500
Ford,Explorer XLT,2022,20678,Gasoline,Red,Black,46000
GMC,Sierra 3500 Denali,2019,73091,Diesel,White,Black,58500
Ford,Mustang GT Premium,2019,31600,Gasoline,Blue,Gray,41000
Mercedes-Benz,AMG G 63 Base,2018,41000,Gasoline,Gray,Black,108900
Volvo,XC70 T6 Platinum,2012,69000,Gasoline,Silver,Black,15900
Pontiac,Firebird Trans Am,2001,91812,Gasoline,Green,Black,12850
Bentley,Bentayga Speed,2020,22001,Gasoline,Beluga Black,Hotspur Hide,173995
Hyundai,Equus Signature,2011,143898,Gasoline,Gray,Brown,9950
BMW,750 i,2015,70700,Gasoline,Blue,Black,23000
Ford,F-350 Platinum,2022,23850,Diesel,Silver,Black,99750
INFINITI,Q60 3.0t Red Sport 400,2018,38000,Gasoline,Red,White,32000
Mercedes-Benz,E-Class E 350,2014,53500,Gasoline,Black,Brown,24500
Mercedes-Benz,GLE 350 Base 4MATIC,2020,24108,Gasoline,Black,Black,56000
Volvo,C40 Recharge Pure Electric Twin Ultimate,2023,17000,,Gray,Blue,54900
Mazda,CX-30 2.5 S Select Package,2022,4004,Gasoline,Black,Black,25500
Toyota,Sequoia Platinum,2011,173456,E85 Flex Fuel,Black,Gray,16000
Ford,Explorer XLT,2017,161000,Gasoline,Gray,Black,17500
Porsche,Boxster Base,1999,72000,Gasoline,Blue,Gray,12250
Toyota,Camry Hybrid LE,2022,14048,Hybrid,Black,Black,29999
Land,Rover Range Rover Sport HSE,2019,65019,Gasoline,Black,Beige,40500
Alfa,Romeo Giulia Quadrifoglio,2018,28644,Gasoline,Black,Black,41500
Mercedes-Benz,GLS 550 Base 4MATIC,2017,88454,Gasoline,White,Beige,39999
BMW,X6 xDrive40i,2021,72903,Hybrid,Black Sapphire Metallic,Black,53998
Hyundai,Palisade SEL,2021,68050,Gasoline,Black,Black,29600
BMW,M440 i,2021,13700,Hybrid,Black,Beige,60000
Dodge,Challenger SRT 392,2016,37700,–,Black,Black,38000
Ford,Utility Police Interceptor Base,2013,105000,E85 Flex Fuel,White,Black,6600
Ford,F-150 Platinum,2015,85000,Gasoline,White,Black,31000
Lexus,RX 450h Base,2010,168422,Hybrid,Black,Beige,10900
Alfa,Romeo Giulia Quadrifoglio,2022,1966,Gasoline,Verde,Black,75900
Toyota,FJ Cruiser Base,2007,162000,Gasoline,Black,Black,23977
Hyundai,Santa Fe Sport 2.0L Turbo,2018,45800,Gasoline,Silver,Black,20900
Chevrolet,Corvette ZR-1,2009,18000,Gasoline,Gray,Black,78000
BMW,330e iPerformance,2017,52500,Plug-In Hybrid,Blue,Black,24950
Dodge,Durango GT,2017,34845,Gasoline,White,Black,30000
Cadillac,CT6-V 4.2L Blackwing Twin Turbo,2019,8074,Gasoline,Manhattan Noir Metallic,Jet Black,76700
Mercedes-Benz,EQS 450+ Base,2022,16238,,White,Beige,62479
MINI,Hardtop Cooper S,2016,43073,Gasoline,Volcanic Orange,Carbon Black,17999
Land,Rover Range Rover Velar R-Dynamic SE,2019,75897,Gasoline,Black,Black,35998
BMW,X4 M40i,2023,8500,Hybrid,Gray,Beige,67900
Toyota,Corolla Hybrid LE,2022,44459,Hybrid,Silver,Gray,22945
Chevrolet,Malibu 1LT,2009,139000,Gasoline,White,Black,4200
Cadillac,Escalade Platinum,2019,92000,Gasoline,Black,Black,51900
Dodge,Ram 1500 Laramie,2004,141209,Gasoline,Black,Black,5700
Mercedes-Benz,E-Class E 350,2021,72836,Gasoline,White,Beige,41000
Acura,MDX Touring,2003,165000,Gasoline,Silver,Black,4000
Land,Rover Range Rover Sport HSE,2019,42000,Gasoline,White,Black,48990
Chevrolet,Corvette Stingray w/2LT,2022,7900,Gasoline,White,Red,92500
Mercedes-Benz,GL-Class GL 450 4MATIC,2012,174000,Gasoline,Black,Black,11999
Audi,TT 2.0T,2018,42650,Gasoline,Gray,Black,31990
Chevrolet,Corvette Grand Sport,2013,15500,Gasoline,White,Blue,45000
BMW,X5 xDrive35i,2013,69750,Gasoline,White,Brown,15999
Lexus,LS 460 L,2007,127980,Gasoline,Blue,Beige,9999
GMC,Acadia SLT-2,2013,115000,Gasoline,White,Brown,14000
Tesla,Model X 75D,2016,52000,,Black,Beige,52000
GMC,Yukon Denali,2016,107750,Gasoline,Black,Black,35500
Lexus,LS 460 Base,2012,200000,Gasoline,White,Beige,9995
RAM,1500 Big Horn,2021,49583,Gasoline,Billet Silver Metallic Clearcoat,Black,42816
Jeep,Grand Cherokee Summit,2020,31349,Gasoline,Granite Crystal Clearcoat Metallic,Black,39366
Lexus,LX 570 Base,2016,33655,Gasoline,White,Brown,62900
GMC,Yukon Denali,2021,30022,Gasoline,Blue,Black,74500
BMW,M4 Base,2020,31350,Gasoline,Gray,Orange,62450
Ford,E350 Super Duty XLT,2012,163000,E85 Flex Fuel,White,Gray,19550
Volvo,C30 T5 Premier Plus,2013,73000,Gasoline,Silver,Black,13900
Toyota,Highlander Hybrid Limited Platinum,2017,34049,Hybrid,Shoreline Blue Pearl,Ash,37999
Lamborghini,Gallardo SE,2006,19500,Gasoline,Green,Yellow,129000
GMC,Yukon SLT,2015,142792,Gasoline,White,Brown,22999
Buick,Enclave Premium,2020,87555,Gasoline,Dark Moon Blue Metallic,Dark Galvanized,31650
BMW,540 i,2017,98500,Gasoline,Black,Black,24500
Toyota,Tundra SR,2018,74000,E85 Flex Fuel,Beige,Black,38000
BMW,X6 M Base,2017,25000,Gasoline,White,Red,65000
Ford,Mustang GT,2008,64500,Gasoline,Black,Red,16000
Jeep,Wrangler Sport,2010,87250,Gasoline,Blue,Black,18500
Mercedes-Benz,AMG C 63 Base,2020,33548,Gasoline,Silver,Black,57999
GMC,Yukon SLT,2015,94500,Gasoline,White,Beige,30000
Audi,e-tron Premium,2021,18031,,Navarra Blue Metallic,Black,39599
Mercedes-Benz,C-Class C 300 Luxury,2015,102000,Gasoline,Black,Black,17000
Land,Rover Range Rover Sport Supercharged HSE,2016,49799,Gasoline,Brown,Brown,37500
Chevrolet,Corvette Stingray w/3LT,2023,4200,Gasoline,White,Black,98000
Ford,Transit Connect XLT,2015,112000,Gasoline,White,Black,14500
Subaru,Impreza 2.0i,2018,93000,Gasoline,Silver,Black,16000
Cadillac,CT4 Luxury,2020,35200,Gasoline,Blue,Black,28500
Audi,S4 3.0T Premium Plus,2018,26500,Gasoline,Gray,Black,38000
Cadillac,Escalade EXT Base,2009,155000,E85 Flex Fuel,Red,Beige,16900
Porsche,718 Boxster GTS,2019,10400,Gasoline,Gray,Black,99750
Mercedes-Benz,Sprinter 2500,2016,143290,Diesel,White,Black,33490
Chevrolet,Suburban LT,2017,195361,Gasoline,Black,Black,26000
Ford,Mustang EcoBoost Premium,2017,89352,Gasoline,White,Black,20989
Dodge,Challenger SRT8,2008,251634,Gasoline,Silver,Black,10500
Acura,Integra LS,1998,120000,Gasoline,Red,–,5500
Lexus,GX 470 Base,2005,114000,Gasoline,Silver,Gray,13450
GMC,Yukon XL Denali,2018,45617,Gasoline,White,Gray,51000
Lexus,GX 460 Base,2018,65900,Gasoline,Gray,Black,34700
Chrysler,Town & Country Touring-L,2013,115872,E85 Flex Fuel,Black,Black,9500
Nissan,Pathfinder SL,2020,45000,Gasoline,Black,Black,28999
Volvo,XC90 T6 Inscription,2020,22500,Gasoline,Black,White,50000
Porsche,Taycan Turbo,2020,21028,,BLACK,BEIGE,96900
Chevrolet,Avalanche LTZ,2013,98000,E85 Flex Fuel,Silver,Black,27499
Cadillac,Escalade EXT Base,2007,99000,Gasoline,Black,Black,22999
Ford,Transit Connect XLT,2015,194454,Gasoline,White,Black,9888
Chevrolet,Suburban LT,2018,75466,Gasoline,Gray,Black,34500
Tesla,Model Y Long Range,2021,14642,,Red,Black,48500
Chevrolet,Suburban 1500 LT,2015,167500,Gasoline,Silver,Black,18000
Subaru,Impreza WRX STI,2014,77000,Gasoline,Gray,Black,30000
MINI,Countryman Cooper S ALL4,2016,95070,Gasoline,Blue,Black,12750
Chevrolet,Corvette Base,2008,28150,Gasoline,Red,Beige,31000
RAM,1500 Big Horn,2015,140500,Gasoline,Red,Gray,14000
Lincoln,MKX Black Label,2017,69431,Gasoline,Silver,Black,26500
Toyota,Highlander XLE,2023,8727,Gasoline,Ruby Flare Pearl,Black,44596
Ford,F-250 XL,2014,35900,E85 Flex Fuel,Blue,Gray,27900
Land,Rover Range Rover Evoque R-Dynamic HSE,2020,30424,Hybrid,Silver,Black,44998
Buick,Verano Convenience,2013,68325,E85 Flex Fuel,Silver,Gray,11995
Porsche,911 GT3,2015,13250,Gasoline,Brown,Gray,154900
GMC,Sierra 1500 Denali,2021,44691,Gasoline,White Frost Tri-Coat,Walnut,56900
Chevrolet,Camaro 1SS,2019,19200,Gasoline,Orange,Black,41500
Rivian,R1T Launch Edition,2022,8681,,Gray,Black,82000
Mazda,CX-5 Grand Touring,2021,62377,Gasoline,Jet Black Mica,Black,26288
Toyota,4Runner 4WD,1999,267000,Gasoline,Silver,Beige,8000
Chevrolet,Bolt EUV Premier,2022,7624,,Mosaic Black Metallic,Jet Black,31985
Mercedes-Benz,SLK-Class SLK230 Kompressor,2001,58800,Gasoline,Silver,Black,9000
Bentley,Continental GT Base,2009,43000,Gasoline,Black,Black,48500
Ford,F-250 XLT,2019,92671,Diesel,Black,Black,50000
BMW,M5 Base,2018,41000,Gasoline,White,White,60200
Ford,F-250 Lariat,2015,94634,E85 Flex Fuel,White,Black,32500
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,49208,Gasoline,Black,Black,62425
Audi,Q5 2.0T Premium Plus,2018,50400,Gasoline,White,Beige,28500
BMW,330 i xDrive,2017,63150,Gasoline,White,Beige,21500
Chevrolet,Silverado 1500 LT Trail Boss,2021,48641,Gasoline,Silver Ice Metallic,Jet Black,43666
BMW,X7 ALPINA XB7,2022,4514,Gasoline,Gray,Black,132998
Chevrolet,Suburban 2500 LS,2006,60000,Gasoline,Brown,Brown,24950
Mercedes-Benz,GL-Class GL 450,2011,138050,Gasoline,White,Beige,16500
Dodge,Grand Caravan R/T,2013,43000,E85 Flex Fuel,Red,Black,35000
Porsche,Panamera Turbo,2018,29850,Gasoline,Silver,Red,89750
INFINITI,FX50 Base,2009,190120,Gasoline,Gray,Black,12500
Honda,Civic LX,2016,111000,Gasoline,Blue,Black,13000
Jeep,Wrangler Rubicon,2014,99450,Gasoline,Gray,Black,21000
Jeep,Compass Latitude,2020,17500,Gasoline,Silver,Black,25695
Mercedes-Benz,CLA-Class CLA 250,2015,76753,Gasoline,Red,Black,15999
Nissan,Altima 2.5 SL,2014,153350,Gasoline,Black,Black,9000
Kia,Optima EX,2015,109580,Gasoline,Red,Black,11900
Mercedes-Benz,S-Class S 550 4MATIC,2016,67280,Gasoline,White,Black,41999
Chevrolet,Suburban Z71,2022,36555,Gasoline,Summit White,Jet Black,64288
GMC,Terrain Denali,2016,144000,Gasoline,White,Black,18400
BMW,X5 M Base,2017,61773,Gasoline,Gray,Black,46000
Toyota,Tacoma Base,2009,48750,Gasoline,Brown,Silver,17900
Chevrolet,Tahoe LT,2018,75000,Gasoline,Silver,Black,36000
Bentley,Continental GT V8,2022,1795,Gasoline,Onyx Black,Beluga,269991
Audi,A3 2.0T,2010,83500,Gasoline,Silver,Black,6500
Honda,Pilot EX-L,2020,44000,Gasoline,White,Black,34999
Acura,NSX Base,1993,75980,–,Silver,Black,90200
Maserati,Ghibli S Q4,2017,53500,Gasoline,Gray,Black,28700
Kia,Seltos S,2021,16100,Gasoline,Blue,Black,25500
Audi,Q3 S line Premium Plus,2022,17377,Gasoline,Glacier White,Pearl Beige,39998
Ford,Mustang GT,2014,38560,Gasoline,Black,Black,28500
Hyundai,Accent SEL,2022,5100,Gasoline,Blue,Black,19500
BMW,335 i xDrive,2009,69764,Gasoline,Black,Black,19500
Jaguar,XF Premium,2011,106000,Gasoline,Brown,Beige,9400
Tesla,Model X Long Range,2022,11860,,White,White,92500
Porsche,Taycan Turbo,2020,18000,,Silver,Black,105000
Ford,Expedition Limited,2021,45000,Gasoline,Gray,Black,52000
Mazda,CX-30 Preferred,2020,9927,Gasoline,Snowflake White Pearl,Black,27518
Lincoln,MKZ Base,2011,83765,Gasoline,Black,Black,8995
Toyota,Tundra SR5,2015,108044,Gasoline,Black,–,31380
Mercedes-Benz,AMG C 43 Base 4MATIC,2018,41500,Gasoline,White,Brown,39848
Maserati,GranTurismo Base,2015,28000,Gasoline,White,Red,44999
Ferrari,812 Superfast Base,2020,1575,Gasoline,Red,Black,469900
Mercedes-Benz,G-Class G 550 4MATIC,2020,45000,Gasoline,Black,Black,133000
GMC,Acadia SLE-2,2016,100795,Gasoline,White Frost Tri-Coat,Ebony,12995
Ford,F-150 FX4,2014,85500,Gasoline,Black,Black,26900
BMW,M4 Base,2023,15000,Gasoline,BLUE,ORANGE,81000
Chevrolet,Silverado 2500 H/D,2001,167000,Gasoline,White,Gray,6500
INFINITI,QX56 Base,2011,103010,Gasoline,Black,Beige,13500
Audi,Q5 2.0T Premium,2012,119000,Gasoline,Gray,–,12000
RAM,2500 Tradesman,2018,52000,Diesel,Gray,Black,50000
BMW,X1 sDrive28i,2014,50100,Gasoline,Brown,Beige,10795
Subaru,Impreza WRX Sti,2005,94000,Gasoline,Black,Blue,19500
Porsche,911 Carrera 4S,2002,119500,Gasoline,Black,Black,36995
BMW,X3 xDrive30i,2019,92040,Gasoline,Alpine White,Black,24999
Porsche,Macan S,2019,36700,Gasoline,Blue,Blue,48990
